"SECRETARIA DO TESOURO NACIONAL - STN",,,,,
"COORDENAÇÃO-GERAL DE ANÁLISE, INFORMAÇÕES E EXECUÇÃO DE E TRANSFERÊNCIAS FINANCEIRAS INTERGOVERNAMENTAIS - COINT",,,,,
,,,,,
"Art. 5º da LC 173 - Programa Federativo de Enfrentamento ao Coronavírus","1ª Parcela
Crédito em 09/06/20
VALOR R$ ","2ª Parcela
Crédito em 13/07/20
VALOR R$ ","3ª Parcela
Crédito em 12/08/20
VALOR R$ ","4ª Parcela
Crédito em 11/09/20
VALOR R$ ","TOTAL
VALOR R$"
0059,5221577,Uirapuru,GO,10334,78661.32,10334,78661.32,10334,78661.32,10206.01,77228.05,354420.02
0060,1505650,Placas,PA,112182.16,668293.01,112182.16,668293.01,112182.16,668293.01,113771.87,675990.77,3131188.15
0061,5203962,Buritinópolis,GO,11919.94,90733.38,11919.94,90733.38,11919.94,90733.38,11798,89274.54,409032.5
0062,1506112,Quatipuru,PA,49272.96,293529.51,49272.96,293529.51,49272.96,293529.51,49240.41,292568.48,1370216.3
0063,5203939,"Buriti de Goiás",GO,9008.75,68573.71,9008.75,68573.71,9008.75,68573.71,8897.92,67329.81,308975.11
0064,1507466,"São João da Ponta",PA,22228.59,132420.46,22228.59,132420.46,22228.59,132420.46,22341.82,132746.92,619035.89
0065,5209291,Guaraíta,GO,7227.28,55013.31,7227.28,55013.31,7227.28,55013.31,7011.24,53053.5,246786.50999999998
0066,1507755,Sapucaia,PA,21471.83,127912.26,21471.83,127912.26,21471.83,127912.26,21594.34,128305.65,598052.26
0067,5222203,"Vila Boa",GO,22344.46,170083.74,22344.46,170083.74,22344.46,170083.74,22683.22,171642.07,771609.8899999999
0068,1508035,Tracuateua,PA,112098.88,667796.9,112098.88,667796.9,112098.88,667796.9,112327.21,667407.17,3119421.7199999997
0069,5209937,Inaciolândia,GO,22427.74,170717.66,22427.74,170717.66,22427.74,170717.66,22406.51,169548.21,771390.9199999999
0070,1600808,"Vitória do Jari",AP,57684.27,512154.44,57684.27,512154.44,57684.27,512154.44,58411.44,512811.23,2280738.8
0071,5201454,"Aparecida do Rio Doce",GO,8958.06,68187.84,8958.06,68187.84,8958.06,68187.84,8890.73,67275.42,307603.85
0072,1700301,Aguiarnópolis,TO,24379.4,217792.33,24379.4,217792.33,24379.4,217792.33,24767.54,220498.73,971781.46
0073,5205471,"Chapadão do Céu",GO,36813.51,280220.61,36813.51,280220.61,36813.51,280220.61,37683.18,285145.55,1273931.09
0074,1703057,"Bandeirantes do Tocantins",TO,12864.99,114928.88,12864.99,114928.88,12864.99,114928.88,12908.45,114920.41,511210.4700000001
0075,5216452,Perolândia,GO,11329.74,86240.81,11329.74,86240.81,11329.74,86240.81,11294.89,85467.52,389474.06000000006
0076,1703073,"Barra do Ouro",TO,16623.47,148505.06,16623.47,148505.06,16623.47,148505.06,16645.86,148193.58,660225.03
0077,5205497,"Cidade Ocidental",GO,258444.07,1967249.56,258444.07,1967249.56,258444.07,1967249.56,261942.3,1982096.03,8921119.22
0078,1704600,"Chapada de Areia",TO,5090.96,45479.88,5090.96,45479.88,5090.96,45479.88,5067.07,45110.74,201890.33
0079,5213772,"Montividiu do Norte",GO,16217.93,123449.21,16217.93,123449.21,16217.93,123449.21,16203.84,122613.13,557818.3900000001
0080,1705102,"Chapada da Natividade",TO,12068.4,107812.54,12068.4,107812.54,12068.4,107812.54,11970.5,106570.12,478183.44
0081,5205059,Castelândia,GO,12437.73,94674.71,12437.73,94674.71,12437.73,94674.71,12243.62,92646.47,426227.41000000003
0082,1706258,"Crixás do Tocantins",TO,6235.16,55701.53,6235.16,55701.53,6235.16,55701.53,6235.01,55508.6,247553.68000000002
0083,5219712,"Santo Antônio da Barra",GO,17456.27,132875.34,17456.27,132875.34,17456.27,132875.34,17443.65,131994.71,600433.19
0084,1709807,Ipueiras,TO,7296.08,65179.2,7296.08,65179.2,7296.08,65179.2,7374.2,65650.52,290450.56
0085,5200555,"Alto Horizonte",GO,23224.34,176781.25,23224.34,176781.25,23224.34,176781.25,23736.16,179609.61,803362.54
0086,1712157,Lavandeira,TO,6962.96,62203.27,6962.96,62203.27,6962.96,62203.27,7022.02,62515.17,277035.87999999995
0087,5214879,"Nova Iguaçu de Goiás",GO,10605.56,80728.45,10605.56,80728.45,10605.56,80728.45,10543.82,79784.19,364330.04
0088,1712454,Luzinópolis,TO,11253.7,100534.46,11253.7,100534.46,11253.7,100534.46,11334.42,100907.28,447606.18000000005
0089,5103379,Cotriguaçu,MT,71512.42,1291652.98,71512.42,1291652.98,71512.42,1291652.98,72728.61,1307895.87,5470120.68
0090,1713700,"Monte Santo do Tocantins",TO,8251.99,73718.8,8251.99,73718.8,8251.99,73718.8,8247.46,73424.93,327584.76
0091,5106455,"Planalto da Serra",MT,9638.79,174095.2,9638.79,174095.2,9638.79,174095.2,9519.62,171193.6,731915.19
0092,1715507,"Oliveira de Fátima",TO,4026.42,35969.86,4026.42,35969.86,4026.42,35969.86,4017.72,35768.66,159775.22
0093,5107404,"São Pedro da Cipa",MT,17115.91,309146.51,17115.91,309146.51,17115.91,309146.51,17145.38,308329.44,1304262.08
0094,1718451,Pugmil,TO,9732.93,86948.73,9732.93,86948.73,9732.93,86948.73,9763.99,86926.15,386735.12
0095,5106653,"Pontal do Araguaia",MT,24299.74,438900.41,24299.74,438900.41,24299.74,438900.41,24591.45,442233.99,1856425.89
0096,1718899,"Santa Rita do Tocantins",TO,8563.39,76500.65,8563.39,76500.65,8563.39,76500.65,8574.49,76336.33,340102.94
0097,5107065,Querência,MT,63289.4,1143129.24,63289.4,1143129.24,63289.4,1143129.24,64459.58,1159192.02,4842907.52
0098,1720002,"Santa Terezinha do Tocantins",TO,9157.21,81805.55,9157.21,81805.55,9157.21,81805.55,9091.97,80943.38,362923.63
0099,5107198,Ribeirãozinho,MT,8708.22,157287.36,8708.22,157287.36,8708.22,157287.36,8703.86,156523.56,663214.1599999999
0100,1720978,Talismã,TO,10113.12,90345.16,10113.12,90345.16,10113.12,90345.16,10105.39,89965.53,401445.76
0101,5106851,"Porto Estrela",MT,10728.67,193780.65,10728.67,193780.65,10728.67,193780.65,10338.98,185928.27,809795.21
0102,1721257,Tupirama,TO,6847.09,61168.17,6847.09,61168.17,6847.09,61168.17,6907.03,61491.38,272444.18999999994
0103,5108857,"Nova Marilândia",MT,11869.25,214381.69,11869.25,214381.69,11869.25,214381.69,11873.47,213523.47,904149.76
0104,2100154,"Água Doce do Maranhão",MA,45518.11,220182.61,45518.11,220182.61,45518.11,220182.61,45467.06,220373.6,1062942.82
0105,1200104,Brasiléia,AC,95149.54,1000598.05,95149.54,1000598.05,95149.54,1000598.05,95958.06,1002494.36,4385695.19
0106,2100436,"Alto Alegre do Maranhão",MA,97955.72,473836.63,97955.72,473836.63,97955.72,473836.63,100112.34,485232.99,2300722.38
0107,1200203,"Cruzeiro do Sul",AC,319999.06,3365128.76,319999.06,3365128.76,319999.06,3365128.76,320095,3344100.71,14719579.169999998
0108,2100477,"Alto Alegre do Pindaré",MA,115574.93,559065.22,115574.93,559065.22,115574.93,559065.22,114792.47,556385.86,2695098.78
0109,1200336,"Mâncio Lima",AC,68713.48,722594.92,68713.48,722594.92,68713.48,722594.92,69397.28,725008.18,3168330.66
0110,2100550,"Amapá do Maranhão",MA,25208.58,121940.29,25208.58,121940.29,25208.58,121940.29,25173.63,122013.68,588633.9199999999
0111,5108907,"Nova Maringá",MT,31288.04,565122.7,31288.04,565122.7,31288.04,565122.7,31803.94,571937.86,2392974.02
0112,2100832,Apicum-Açu,MA,62420.38,301943.21,62420.38,301943.21,62420.38,301943.21,62576.5,303301.1,1458968.37
0113,1200302,Feijó,AC,125934.27,1324332.15,125934.27,1324332.15,125934.27,1324332.15,125361.44,1309677.67,5785838.37
0114,2100873,Araguanã,MA,55855.72,270188.29,55855.72,270188.29,55855.72,270188.29,55885.1,270868.63,1304885.76
0115,5107263,"Santo Afonso",MT,11391.29,205748.87,11391.29,205748.87,11391.29,205748.87,11338.02,203894.23,866652.73
0116,2101251,Bacabeira,MA,61754.14,298720.43,61754.14,298720.43,61754.14,298720.43,61997.92,300496.79,1443918.42
0117,5106158,"Nova Bandeirantes",MT,55356.04,999837.5,55356.04,999837.5,55356.04,999837.5,56366.65,1013654.84,4235602.11
0118,2101350,Bacurituba,MA,20436.26,98855.36,20436.26,98855.36,20436.26,98855.36,20376.09,98760.54,477011.49
0119,5108956,"Nova Monte Verde",MT,33232.45,600242.58,33232.45,600242.58,33232.45,600242.58,33338.44,599533.06,2533296.59
0120,2101731,Belágua,MA,27044.37,130820.46,27044.37,130820.46,27044.37,130820.46,27053.12,131123.34,631770.9500000001
0121,5108808,"Nova Guarita",MT,16362.77,295543.28,16362.77,295543.28,16362.77,295543.28,16042.12,288489.33,1240249.6
0122,2101772,"Bela Vista do Maranhão",MA,40586.47,196327.02,40586.47,196327.02,40586.47,196327.02,40532.96,196458.57,947732
0123,5107248,"Santa Carmem",MT,16384.49,295935.68,16384.49,295935.68,16384.49,295935.68,16397.9,294887.28,1248245.69
0124,2101939,"Bernardo do Mearim",MA,21880.99,105843.89,21880.99,105843.89,21880.99,105843.89,21824.33,105780.03,510779
0125,5107941,Tabaporã,MT,34358.55,620582.03,34358.55,620582.03,34358.55,620582.03,33884.67,609356.17,2608062.58
0126,2101970,"Boa Vista do Gurupi",MA,33627.13,162662.95,33627.13,162662.95,33627.13,162662.95,30122.11,145998.38,764990.73
0127,5100359,"Alto Boa Vista",MT,24701.66,446159.83,24701.66,446159.83,24701.66,446159.83,24925.67,448244.18,1885754.3199999998
0128,2102036,"Bom Jesus das Selvas",MA,123211.37,596004.61,123211.37,596004.61,123211.37,596004.61,124222.25,602090.92,2883961.11
0129,5102694,"Canabrava do Norte",MT,17173.84,310192.92,17173.84,310192.92,17173.84,310192.92,16990.85,305550.53,1304641.6600000001
0130,2102077,"Bom Lugar",MA,58998.65,285391.42,58998.65,285391.42,58998.65,285391.42,59072.68,286318.47,1378561.3599999999
0131,5103353,Confresa,MT,112004.74,2023022.86,112004.74,2023022.86,112004.74,2023022.86,113236.41,2036357.29,8554676.5
0132,2102150,"Brejo de Areia",MA,33268.66,160928.95,33268.66,160928.95,33268.66,160928.95,32393.3,157006.61,771992.7400000001
0133,5107354,"São José do Xingu",MT,20258.83,365913.84,20258.83,365913.84,20258.83,365913.84,20196.4,363196.7,1541911.1099999999
0134,2102325,Buriticupu,MA,261999.78,1267359.29,261999.78,1267359.29,261999.78,1267359.29,262276.51,1271224.04,6121577.76
0135,5103957,"Glória DOeste",MT,10956.79,197900.86,10956.79,197900.86,10956.79,197900.86,10809.75,194394.25,831776.95
0136,2102358,Buritirana,MA,55870.21,270258.35,55870.21,270258.35,55870.21,270258.35,55583.23,269405.51,1303374.42
0137,5105234,"Lambari DOeste",MT,22163.42,400314.32,22163.42,400314.32,22163.42,400314.32,22230.42,399774.87,1689438.5099999998
0138,2102374,"Cachoeira Grande",MA,34148.54,165185.13,34148.54,165185.13,34148.54,165185.13,34060.76,165088.6,797150.37
0139,1200401,"Rio Branco",AC,1474854.01,15509650.61,1474854.01,15509650.61,1474854.01,15509650.61,1485686.12,15521279.74,67960479.72
0140,2102556,"Campestre do Maranhão",MA,52046.56,251762.38,52046.56,251762.38,52046.56,251762.38,51939.25,251743.57,1215109.64
0141,5000252,Alcinópolis,MS,19346.37,202368.89,19346.37,202368.89,19346.37,202368.89,19466.89,202950.97,887563.64
0142,2102754,"Capinzal do Norte",MA,39590.72,191510.36,39590.72,191510.36,39590.72,191510.36,39296.74,190466.75,923066.73
